i,j,score
96,53,80
53,96,80
96,54,39
54,96,39
96,55,166
55,96,166
96,56,61
56,96,61
96,57,29
57,96,29
96,58,45
58,96,45
96,59,57
59,96,57
96,60,89
60,96,89
96,61,58
61,96,58
96,62,84
62,96,84
96,63,69
63,96,69
96,64,44
64,96,44
96,65,38
65,96,38
96,66,82
66,96,82
96,67,68
67,96,68
96,68,51
68,96,51
96,69,60
69,96,60
96,70,78
70,96,78
96,71,78
71,96,78
96,72,41
72,96,41
96,73,57
73,96,57
96,74,43
74,96,43
96,75,10
75,96,10
96,76,59
76,96,59
96,77,65
77,96,65
96,78,40
78,96,40
96,79,49
79,96,49
96,80,65
80,96,65
96,81,61
81,96,61
96,82,14
82,96,14
96,83,23
83,96,23
96,84,79
84,96,79
96,85,54
85,96,54
96,86,56
86,96,56
96,87,78
87,96,78
96,88,10
88,96,10
96,89,62
89,96,62
96,90,18
90,96,18
96,91,62
91,96,62
96,92,37
92,96,37
96,93,81
93,96,81
96,94,50
94,96,50
96,95,19
95,96,19
96,96,0
97,0,129
0,97,129
97,1,142
1,97,142
97,2,53
2,97,53
97,3,135
3,97,135
97,4,115
4,97,115
97,5,48
5,97,48
97,6,114
6,97,114
97,7,23
7,97,23
97,8,15
8,97,15
97,9,146
9,97,146
97,10,92
10,97,92
97,11,43
11,97,43
97,12,64
12,97,64
97,13,65
13,97,65
97,14,125
14,97,125
97,15,116
15,97,116
97,16,37
16,97,37
97,17,107
17,97,107
97,18,88
18,97,88
97,19,75
19,97,75
97,20,14
20,97,14
97,21,146
21,97,146
97,22,134
22,97,134
97,23,38
23,97,38
97,24,49
24,97,49
97,25,47
25,97,47
97,26,29
26,97,29
97,27,130
27,97,130
97,28,69
28,97,69
97,29,123
29,97,123
97,30,63
30,97,63
97,31,126
31,97,126
97,32,83
32,97,83
97,33,133
33,97,133
97,34,66
34,97,66
97,35,62
35,97,62
97,36,79
36,97,79
97,37,8
37,97,8
97,38,93
38,97,93
97,39,118
39,97,118
97,40,80
40,97,80
97,41,86
41,97,86
97,42,74
42,97,74
97,43,107
43,97,107
97,44,160
44,97,160
97,45,67
45,97,67
97,46,44
46,97,44
97,47,38
47,97,38
97,48,86
48,97,86
97,49,74
49,97,74
97,50,97
50,97,97
97,51,96
51,97,96
97,52,49
52,97,49
97,53,118
53,97,118
97,54,45
54,97,45
97,55,98
55,97,98
97,56,84
56,97,84
97,57,27
57,97,27
97,58,73
58,97,73
97,59,81
59,97,81
97,60,133
60,97,133
97,61,76
61,97,76
97,62,123
62,97,123
97,63,108
63,97,108
97,64,69
64,97,69
97,65,52
65,97,52
97,66,132
66,97,132
97,67,109
67,97,109
97,68,62
68,97,62
97,69,84
69,97,84
97,70,118
70,97,118
97,71,114
71,97,114
97,72,70
72,97,70
97,73,87
73,97,87
97,74,67
74,97,67
97,75,13
75,97,13
97,76,81
76,97,81
97,77,98
77,97,98
97,78,59
78,97,59
97,79,70
79,97,70
97,80,104
80,97,104
97,81,89
81,97,89
97,82,15
82,97,15
97,83,33
83,97,33
97,84,124
84,97,124
97,85,76
85,97,76
97,86,87
86,97,87
97,87,125
87,97,125
97,88,9
88,97,9
97,89,93
89,97,93
97,90,25
90,97,25
97,91,95
91,97,95
97,92,46
92,97,46
97,93,131
93,97,131
97,94,68
94,97,68
97,95,21
95,97,21
97,96,71
96,97,71
97,97,0
98,0,88
0,98,88
98,1,84
1,98,84
98,2,39
2,98,39
98,3,89
3,98,89
98,4,79
4,98,79
98,5,39
5,98,39
98,6,75
6,98,75
98,7,18
7,98,18
98,8,13
8,98,13
98,9,97
9,98,97
98,10,65
10,98,65
98,11,31
11,98,31
98,12,55
12,98,55
98,13,53
13,98,53
98,14,74
14,98,74
98,15,85
15,98,85
98,16,37
16,98,37
98,17,69
17,98,69
98,18,56
18,98,56
98,19,55
19,98,55
98,20,12
20,98,12
98,21,93
21,98,93
98,22,80
22,98,80
98,23,28
23,98,28
98,24,39
24,98,39
98,25,34
25,98,34
98,26,23
26,98,23
98,27,82
27,98,82
98,28,49
28,98,49
98,29,73
29,98,73
98,30,46
30,98,46
98,31,75
31,98,75
98,32,59
32,98,59
98,33,87
33,98,87
98,34,45
34,98,45
98,35,54
35,98,54
98,36,52
36,98,52
98,37,8
37,98,8
98,38,66
38,98,66
98,39,75
39,98,75
98,40,57
40,98,57
98,41,56
41,98,56
98,42,53
42,98,53
98,43,67
43,98,67
98,44,94
44,98,94
98,45,58
45,98,58
98,46,29
46,98,29
98,47,31
47,98,31
98,48,62
48,98,62
98,49,55
49,98,55
98,50,62
50,98,62
98,51,64
51,98,64
98,52,37
52,98,37
98,53,84
53,98,84
98,54,31
54,98,31
98,55,66
55,98,66
98,56,60
56,98,60
98,57,23
57,98,23
98,58,43
58,98,43
98,59,59
59,98,59
98,60,86
60,98,86
98,61,55
61,98,55
98,62,86
62,98,86
98,63,72
63,98,72
98,64,44
64,98,44
98,65,44
65,98,44
98,66,85
66,98,85
98,67,68
67,98,68
98,68,46
68,98,46
98,69,64
69,98,64
98,70,77
70,98,77
98,71,77
71,98,77
98,72,49
72,98,49
98,73,56
73,98,56
98,74,42
74,98,42
98,75,11
75,98,11
98,76,54
76,98,54
98,77,62
77,98,62
98,78,38
78,98,38
98,79,49
79,98,49
98,80,68
80,98,68
98,81,65
81,98,65
98,82,10
82,98,10
98,83,26
83,98,26
98,84,81
84,98,81
98,85,58
85,98,58
98,86,63
86,98,63
98,87,80
87,98,80
98,88,9
88,98,9
98,89,66
89,98,66
98,90,24
90,98,24
98,91,65
91,98,65
98,92,35
92,98,35
98,93,87
93,98,87
98,94,52
94,98,52
98,95,18
95,98,18
98,96,57
96,98,57
98,97,69
97,98,69
98,98,0
99,0,213
0,99,213
99,1,228
1,99,228
99,2,60
2,99,60
99,3,192
3,99,192
99,4,187
4,99,187
99,5,65
5,99,65
99,6,166
6,99,166
99,7,33
7,99,33
99,8,22
8,99,22
99,9,261
9,99,261
99,10,126
10,99,126
99,11,55
11,99,55
99,12,94
12,99,94
99,13,102
13,99,102
99,14,185
14,99,185
99,15,174
15,99,174
99,16,55
16,99,55
99,17,166
17,99,166
99,18,131
18,99,131
99,19,106
19,99,106
99,20,19
20,99,19
99,21,228
21,99,228
99,22,207
22,99,207
99,23,48
23,99,48
99,24,61
24,99,61
99,25,60
25,99,60
99,26,37
26,99,37
99,27,202
27,99,202
99,28,89
28,99,89
99,29,179
29,99,179
99,30,92
30,99,92
99,31,174
31,99,174
99,32,112
32,99,112
99,33,213
33,99,213
99,34,83
34,99,83
99,35,83
35,99,83
99,36,111
36,99,111
99,37,8
37,99,8
99,38,129
38,99,129
99,39,165
39,99,165
99,40,115
40,99,115
99,41,118
41,99,118
99,42,110
42,99,110
99,43,169
43,99,169
99,44,261
44,99,261
99,45,90
45,99,90
99,46,50
46,99,50
99,47,54
47,99,54
99,48,133
48,99,133
99,49,102
49,99,102
99,50,145
50,99,145
99,51,132
51,99,132
99,52,74
52,99,74
99,53,191
53,99,191
99,54,69
54,99,69
99,55,140
55,99,140
99,56,130
56,99,130
99,57,36
57,99,36
99,58,87
58,99,87
99,59,110
59,99,110
99,60,208
60,99,208
99,61,124
61,99,124
99,62,213
62,99,213
99,63,161
63,99,161
99,64,86
64,99,86
99,65,77
65,99,77
99,66,207
66,99,207
99,67,150
67,99,150
99,68,94
68,99,94
99,69,114
69,99,114
99,70,174
70,99,174
99,71,160
71,99,160
99,72,105
72,99,105
99,73,112
73,99,112
99,74,89
74,99,89
99,75,19
75,99,19
99,76,104
76,99,104
99,77,133
77,99,133
99,78,85
78,99,85
99,79,99
79,99,99
99,80,152
80,99,152
99,81,134
81,99,134
99,82,17
82,99,17
99,83,44
83,99,44
99,84,192
84,99,192
99,85,103
85,99,103
99,86,129
86,99,129
99,87,175
87,99,175
99,88,12
88,99,12
99,89,138
89,99,138
99,90,36
90,99,36
99,91,145
91,99,145
99,92,65
92,99,65
99,93,200
93,99,200
99,94,106
94,99,106
99,95,25
95,99,25
99,96,105
96,99,105
99,97,162
97,99,162
99,98,94
98,99,94
99,99,0
100,0,149
0,100,149
100,1,149
1,100,149
100,2,51
2,100,51
100,3,128
3,100,128
100,4,142
4,100,142
100,5,46
5,100,46
100,6,135
6,100,135
100,7,22
7,100,22
100,8,18
8,100,18
100,9,164
9,100,164
100,10,83
10,100,83
100,11,45
11,100,45
100,12,77
12,100,77
100,13,73
13,100,73
100,14,142
14,100,142
100,15,109
15,100,109
100,16,42
16,100,42
100,17,119
17,100,119
100,18,93
18,100,93
100,19,89
19,100,89
100,20,18
20,100,18
100,21,170
21,100,170
100,22,136
22,100,136
100,23,38
23,100,38
100,24,46
24,100,46
100,25,46
25,100,46
100,26,28
26,100,28
100,27,139
27,100,139
100,28,71
28,100,71
100,29,127
29,100,127
100,30,84
30,100,84
100,31,127
31,100,127
100,32,94
32,100,94
100,33,154
33,100,154
100,34,61
34,100,61
100,35,66
35,100,66
100,36,82
36,100,82
100,37,8
37,100,8
100,38,95
38,100,95
100,39,119
39,100,119
100,40,82
40,100,82
100,41,91
41,100,91
100,42,73
42,100,73
100,43,109
43,100,109
100,44,167
44,100,167
100,45,67
45,100,67
100,46,45
46,100,45
100,47,44
47,100,44
100,48,92
48,100,92
100,49,70
49,100,70
100,50,103
50,100,103
100,51,103
51,100,103
100,52,58
52,100,58
100,53,140
53,100,140
100,54,48
54,100,48
100,55,106
55,100,106
100,56,78
56,100,78
100,57,34
57,100,34
100,58,69
58,100,69
100,59,85
59,100,85
100,60,134
60,100,134
100,61,80
61,100,80
100,62,124
62,100,124
100,63,105
63,100,105
100,64,66
64,100,66
100,65,54
65,100,54
100,66,140
66,100,140
100,67,101
67,100,101
100,68,78
68,100,78
100,69,86
69,100,86
100,70,118
70,100,118
100,71,132
71,100,132
100,72,66
72,100,66
100,73,87
73,100,87
100,74,72
74,100,72
100,75,11
75,100,11
100,76,82
76,100,82
100,77,102
77,100,102
100,78,55
78,100,55
100,79,69
79,100,69
100,80,114
80,100,114
100,81,101
81,100,101
100,82,16
82,100,16
100,83,35
83,100,35
100,84,126
84,100,126
100,85,79
85,100,79
100,86,89
86,100,89
100,87,123
87,100,123
100,88,12
88,100,12
100,89,90
89,100,90
100,90,25
90,100,25
100,91,102
91,100,102
100,92,45
92,100,45
100,93,142
93,100,142
100,94,73
94,100,73
100,95,24
95,100,24
100,96,81
96,100,81
100,97,122
97,100,122
100,98,68
98,100,68
100,99,165
99,100,165
100,100,0
101,0,74
0,101,74
101,1,73
1,101,73
101,2,27
2,101,27
101,3,62
3,101,62
101,4,60
4,101,60
101,5,28
5,101,28
101,6,59
6,101,59
101,7,17
7,101,17
101,8,11
8,101,11
101,9,75
9,101,75
101,10,41
10,101,41
101,11,24
11,101,24
101,12,49
12,101,49
101,13,40
13,101,40
101,14,60
14,101,60
101,15,71
15,101,71
101,16,27
16,101,27
101,17,54
17,101,54
101,18,50
18,101,50
101,19,40
19,101,40
101,20,14
20,101,14
101,21,72
21,101,72
101,22,67
22,101,67
101,23,25
23,101,25
101,24,30
24,101,30
101,25,30
25,101,30
101,26,21
26,101,21
101,27,67
27,101,67
101,28,41
28,101,41
101,29,54
29,101,54
101,30,37
30,101,37
101,31,58
31,101,58
101,32,46
32,101,46
101,33,68
33,101,68
101,34,37
34,101,37
101,35,33
35,101,33
101,36,39
36,101,39
101,37,8
37,101,8
101,38,46
38,101,46
101,39,56
39,101,56
101,40,45
40,101,45
101,41,50
41,101,50
101,42,44
42,101,44
101,43,55
43,101,55
101,44,77
44,101,77
101,45,42
45,101,42
101,46,25
46,101,25
101,47,29
47,101,29
101,48,49
48,101,49
101,49,38
49,101,38
101,50,50
50,101,50
101,51,53
51,101,53
101,52,38
52,101,38
101,53,65
53,101,65
101,54,28
54,101,28
101,55,46
55,101,46
101,56,48
56,101,48
101,57,20
57,101,20
101,58,40
58,101,40
101,59,44
59,101,44
101,60,63
60,101,63
101,61,44
61,101,44
101,62,64
62,101,64
101,63,54
63,101,54
101,64,40
64,101,40
101,65,33
65,101,33
101,66,66
66,101,66
101,67,55
67,101,55
101,68,38
68,101,38
101,69,43
69,101,43
101,70,60
70,101,60
101,71,54
71,101,54
101,72,34
72,101,34
101,73,46
73,101,46
101,74,35
74,101,35
101,75,8
75,101,8
101,76,44
76,101,44
101,77,52
77,101,52
101,78,26
78,101,26
101,79,42
79,101,42
101,80,50
80,101,50
101,81,48
81,101,48
101,82,10
82,101,10
101,83,26
83,101,26
101,84,61
84,101,61
101,85,42
85,101,42
101,86,43
86,101,43
101,87,62
87,101,62
101,88,6
88,101,6
101,89,47
89,101,47
101,90,20
90,101,20
101,91,50
91,101,50
101,92,26
92,101,26
101,93,63
93,101,63
101,94,42
94,101,42
101,95,13
95,101,13
101,96,41
96,101,41
101,97,56
97,101,56
101,98,41
98,101,41
101,99,78
99,101,78
101,100,50
100,101,50
101,101,0
102,0,104
0,102,104
102,1,110
1,102,110
102,2,38
2,102,38
102,3,93
3,102,93
102,4,95
4,102,95
102,5,41
5,102,41
102,6,90
6,102,90
102,7,21
7,102,21
102,8,18
8,102,18
102,9,114
9,102,114
102,10,65
10,102,65
102,11,39
11,102,39
102,12,62
12,102,62
102,13,68
13,102,68
102,14,94
14,102,94
102,15,81
15,102,81
102,16,39
16,102,39
102,17,90
17,102,90
102,18,76
18,102,76
102,19,59
19,102,59
102,20,14
20,102,14
102,21,108
21,102,108
102,22,102
22,102,102
102,23,30
23,102,30
102,24,39
24,102,39
102,25,45
25,102,45
102,26,27
26,102,27
102,27,104
27,102,104
102,28,56
28,102,56
102,29,79
29,102,79
102,30,63
30,102,63
102,31,96
31,102,96
102,32,67
32,102,67
102,33,102
33,102,102
102,34,50
34,102,50
102,35,52
35,102,52
102,36,67
36,102,67
102,37,7
37,102,7
102,38,82
38,102,82
102,39,98
39,102,98
102,40,69
40,102,69
102,41,69
41,102,69
102,42,68
42,102,68
102,43,93
43,102,93
102,44,106
44,102,106
102,45,55
45,102,55
102,46,37
46,102,37
102,47,35
47,102,35
102,48,73
48,102,73
102,49,55
49,102,55
102,50,81
50,102,81
102,51,82
51,102,82
102,52,40
52,102,40
102,53,97
53,102,97
102,54,47
54,102,47
102,55,72
55,102,72
102,56,67
56,102,67
102,57,29
57,102,29
102,58,53
58,102,53
102,59,64
59,102,64
102,60,101
60,102,101
102,61,60
61,102,60
102,62,98
62,102,98
102,63,89
63,102,89
102,64,54
64,102,54
102,65,43
65,102,43
102,66,101
66,102,101
102,67,74
67,102,74
102,68,56
68,102,56
102,69,62
69,102,62
102,70,87
70,102,87
102,71,81
71,102,81
102,72,52
72,102,52
102,73,67
73,102,67
102,74,60
74,102,60
102,75,11
75,102,11
102,76,61
76,102,61
102,77,78
77,102,78
102,78,50
78,102,50
102,79,48
79,102,48
102,80,86
80,102,86
102,81,79
81,102,79
102,82,16
82,102,16
102,83,33
83,102,33
102,84,113
84,102,113
102,85,62
85,102,62
102,86,80
86,102,80
102,87,100
87,102,100
102,88,9
88,102,9
102,89,71
89,102,71
102,90,29
90,102,29
102,91,71
91,102,71
102,92,34
92,102,34
102,93,97
93,102,97
102,94,65
94,102,65
102,95,21
95,102,21
102,96,61
96,102,61
102,97,81
97,102,81
102,98,58
98,102,58
102,99,120
99,102,120
102,100,89
100,102,89
102,101,45
101,102,45
102,102,0
103,0,171
0,103,171
103,1,172
1,103,172
103,2,55
2,103,55
103,3,129
3,103,129
103,4,133
4,103,133
103,5,45
5,103,45
103,6,122
6,103,122
103,7,20
7,103,20
103,8,15
8,103,15
103,9,180
9,103,180
103,10,98
10,103,98
103,11,48
11,103,48
103,12,86
12,103,86
103,13,78
13,103,78
103,14,130
14,103,130
103,15,150
15,103,150
103,16,41
16,103,41
103,17,125
17,103,125
103,18,103
18,103,103
103,19,84
19,103,84
103,20,18
20,103,18
103,21,181
21,103,181
103,22,162
22,103,162
103,23,39
23,103,39
103,24,52
24,103,52
103,25,52
25,103,52
103,26,30
26,103,30
103,27,156
27,103,156
103,28,66
28,103,66
103,29,132
29,103,132
103,30,72
30,103,72
103,31,136
31,103,136
103,32,94
32,103,94
103,33,156
33,103,156
103,34,66
34,103,66
103,35,72
35,103,72
103,36,92
36,103,92
103,37,10
37,103,10
103,38,99
38,103,99
103,39,129
39,103,129
103,40,95
40,103,95
103,41,87
41,103,87
103,42,81
42,103,81
103,43,123
43,103,123
103,44,172
44,103,172
103,45,69
45,103,69
103,46,43
46,103,43
103,47,48
47,103,48
103,48,103
48,103,103
103,49,78
49,103,78
103,50,110
50,103,110
103,51,111
51,103,111
103,52,58
52,103,58
103,53,153
53,103,153
103,54,49
54,103,49
103,55,105
55,103,105
103,56,81
56,103,81
103,57,31
57,103,31
103,58,73
58,103,73
103,59,81
59,103,81
103,60,135
60,103,135
103,61,86
61,103,86
103,62,144
62,103,144
103,63,125
63,103,125
103,64,70
64,103,70
103,65,65
65,103,65
103,66,149
66,103,149
103,67,119
67,103,119
103,68,70
68,103,70
103,69,95
69,103,95
103,70,131
70,103,131
103,71,134
71,103,134
103,72,76
72,103,76
103,73,100
73,103,100
103,74,74
74,103,74
103,75,12
75,103,12
103,76,90
76,103,90
103,77,111
77,103,111
103,78,51
78,103,51
103,79,74
79,103,74
103,80,123
80,103,123
103,81,102
81,103,102
103,82,12
82,103,12
103,83,42
83,103,42
103,84,139
84,103,139
103,85,89
85,103,89
103,86,95
86,103,95
103,87,135
87,103,135
103,88,8
88,103,8
103,89,105
89,103,105
103,90,28
90,103,28
103,91,100
91,103,100
103,92,48
92,103,48
103,93,156
93,103,156
103,94,97
94,103,97
103,95,19
95,103,19
103,96,85
96,103,85
103,97,122
97,103,122
103,98,78
98,103,78
103,99,179
99,103,179
103,100,129
100,103,129
103,101,68
101,103,68
103,102,90
102,103,90
103,103,0
104,0,162
0,104,162
104,1,168
1,104,168
104,2,49
2,104,49
104,3,140
3,104,140
104,4,147
4,104,147
104,5,54
5,104,54
104,6,128
6,104,128
104,7,23
7,104,23
104,8,18
8,104,18
104,9,178
9,104,178
104,10,103
10,104,103
104,11,42
11,104,42
104,12,80
12,104,80
104,13,82
13,104,82
104,14,144
14,104,144
104,15,130
15,104,130
104,16,45
16,104,45
104,17,134
17,104,134
104,18,98
18,104,98
104,19,81
19,104,81
104,20,19
20,104,19
104,21,177
21,104,177
104,22,151
22,104,151
104,23,37
23,104,37
104,24,47
24,104,47
104,25,49
25,104,49
104,26,29
26,104,29
104,27,148
27,104,148
104,28,75
28,104,75
104,29,129
29,104,129
104,30,64
30,104,64
104,31,127
31,104,127
104,32,89
32,104,89
104,33,154
33,104,154
104,34,66
34,104,66
104,35,64
35,104,64
104,36,88
36,104,88
104,37,8
37,104,8
104,38,111
38,104,111
104,39,125
39,104,125
104,40,90
40,104,90
104,41,95
41,104,95
104,42,82
42,104,82
104,43,120
43,104,120
104,44,190
44,104,190
104,45,66
45,104,66
104,46,41
46,104,41
104,47,42
47,104,42
104,48,95
48,104,95
104,49,81
49,104,81
104,50,115
50,104,115
104,51,108
51,104,108
104,52,57
52,104,57
104,53,150
53,104,150
104,54,46
54,104,46
104,55,99
55,104,99
104,56,92
56,104,92
104,57,27
57,104,27
104,58,74
58,104,74
104,59,86
59,104,86
104,60,136
60,104,136
104,61,86
61,104,86
104,62,136
62,104,136
104,63,119
63,104,119
104,64,66
64,104,66
104,65,68
65,104,68
104,66,154
66,104,154
104,67,102
67,104,102
104,68,64
68,104,64
104,69,94
69,104,94
104,70,125
70,104,125
104,71,117
71,104,117
104,72,74
72,104,74
104,73,89
73,104,89
104,74,65
74,104,65
104,75,10
75,104,10
104,76,85
76,104,85
104,77,106
77,104,106
104,78,58
78,104,58
104,79,67
79,104,67
104,80,109
80,104,109
104,81,101
81,104,101
104,82,11
82,104,11
104,83,41
83,104,41
104,84,140
84,104,140
104,85,82
85,104,82
104,86,94
86,104,94
104,87,146
87,104,146
104,88,9
88,104,9
104,89,105
89,104,105
104,90,30
90,104,30
104,91,114
91,104,114
104,92,50
92,104,50
104,93,157
93,104,157
104,94,88
94,104,88
104,95,23
95,104,23
104,96,78
96,104,78
104,97,127
97,104,127
104,98,76
98,104,76
104,99,190
99,104,190
104,100,124
100,104,124
104,101,60
101,104,60
104,102,102
102,104,102
104,103,141
103,104,141
104,104,0
105,0,67
0,105,67
105,1,61
1,105,61
105,2,26
2,105,26
105,3,62
3,105,62
105,4,67
4,105,67
105,5,25
5,105,25
105,6,63
6,105,63
105,7,14
7,105,14
105,8,19
8,105,19
105,9,78
9,105,78
105,10,44
10,105,44
105,11,33
11,105,33
105,12,39
12,105,39
105,13,47
13,105,47
105,14,71
14,105,71
105,15,51
15,105,51
105,16,24
16,105,24
105,17,65
17,105,65
105,18,57
18,105,57
105,19,44
19,105,44
105,20,13
20,105,13
105,21,73
21,105,73
105,22,64
22,105,64
105,23,20
23,105,20
105,24,35
24,105,35
105,25,30
25,105,30
105,26,23
26,105,23
105,27,72
27,105,72
105,28,39
28,105,39
105,29,59
29,105,59
105,30,42
30,105,42
105,31,69
31,105,69
105,32,48
32,105,48
105,33,69
33,105,69
105,34,32
34,105,32
105,35,36
35,105,36
105,36,41
36,105,41
105,37,6
37,105,6
105,38,50
38,105,50
105,39,68
39,105,68
105,40,40
40,105,40
105,41,55
41,105,55
105,42,37
42,105,37
105,43,64
43,105,64
105,44,72
44,105,72
105,45,40
45,105,40
105,46,21
46,105,21
105,47,28
47,105,28
105,48,46
48,105,46
105,49,33
49,105,33
105,50,66
50,105,66
105,51,60
51,105,60
105,52,29
52,105,29
105,53,71
53,105,71
105,54,46
54,105,46
105,55,53
55,105,53
105,56,44
56,105,44
105,57,27
57,105,27
105,58,42
58,105,42
105,59,44
59,105,44
105,60,62
60,105,62
105,61,41
61,105,41
105,62,57
62,105,57
105,63,61
63,105,61
105,64,38
64,105,38
105,65,29
65,105,29
105,66,72
66,105,72
105,67,56
67,105,56
105,68,37
68,105,37
105,69,43
69,105,43
105,70,55
70,105,55
105,71,62
71,105,62
105,72,41
72,105,41
105,73,47
73,105,47
105,74,43
74,105,43
105,75,12
75,105,12
105,76,40
76,105,40
105,77,48
77,105,48
105,78,50
78,105,50
105,79,37
79,105,37
105,80,68
80,105,68
105,81,57
81,105,57
105,82,24
82,105,24
105,83,20
83,105,20
105,84,72
84,105,72
105,85,40
85,105,40
105,86,55
86,105,55
105,87,56
87,105,56
105,88,11
88,105,11
105,89,51
89,105,51
105,90,21
90,105,21
105,91,49
91,105,49
105,92,25
92,105,25
105,93,65
93,105,65
105,94,48
94,105,48
105,95,20
95,105,20
105,96,46
96,105,46
105,97,54
97,105,54
105,98,34
98,105,34
105,99,79
99,105,79
105,100,64
100,105,64
105,101,31
101,105,31
105,102,55
102,105,55
105,103,62
103,105,62
105,104,63
104,105,63
105,105,0
106,0,107
0,106,107
106,1,105
1,106,105
106,2,38
2,106,38
106,3,100
3,106,100
106,4,96
4,106,96
106,5,41
5,106,41
106,6,97
6,106,97
106,7,17
7,106,17
106,8,14
8,106,14
106,9,111
9,106,111
106,10,58
10,106,58
106,11,39
11,106,39
106,12,58
12,106,58
106,13,71
13,106,71
106,14,108
14,106,108
106,15,90
15,106,90
106,16,39
16,106,39
106,17,95
17,106,95
106,18,79
18,106,79
106,19,71
19,106,71
106,20,14
20,106,14
106,21,115
21,106,115
106,22,105
22,106,105
106,23,31
23,106,31
106,24,47
24,106,47
106,25,45
25,106,45
106,26,22
26,106,22
106,27,114
27,106,114
106,28,56
28,106,56
106,29,98
29,106,98
106,30,56
30,106,56
106,31,94
31,106,94
106,32,78
32,106,78
106,33,117
33,106,117
106,34,50
34,106,50
106,35,55
35,106,55
106,36,75
36,106,75
106,37,9
37,106,9
106,38,75
38,106,75
106,39,99
39,106,99
106,40,69
40,106,69
106,41,79
41,106,79
106,42,61
42,106,61
106,43,87
43,106,87
106,44,125
44,106,125
106,45,59
45,106,59
106,46,35
46,106,35
106,47,33
47,106,33
106,48,79
48,106,79
106,49,60
49,106,60
106,50,82
50,106,82
106,51,75
51,106,75
106,52,42
52,106,42
106,53,106
53,106,106
106,54,44
54,106,44
106,55,76
55,106,76
106,56,64
56,106,64
106,57,29
57,106,29
106,58,55
58,106,55
106,59,67
59,106,67
106,60,103
60,106,103
106,61,69
61,106,69
106,62,100
62,106,100
106,63,94
63,106,94
106,64,59
64,106,59
106,65,48
65,106,48
106,66,106
66,106,106
106,67,84
67,106,84
106,68,59
68,106,59
106,69,67
69,106,67
106,70,89
70,106,89
106,71,98
71,106,98
106,72,66
72,106,66
106,73,65
73,106,65
106,74,62
74,106,62
106,75,11
75,106,11
106,76,66
76,106,66
106,77,71
77,106,71
106,78,50
78,106,50
106,79,61
79,106,61
106,80,84
80,106,84
106,81,84
81,106,84
106,82,16
82,106,16
106,83,27
83,106,27
106,84,102
84,106,102
106,85,61
85,106,61
106,86,72
86,106,72
106,87,100
87,106,100
106,88,10
88,106,10
106,89,80
89,106,80
106,90,23
90,106,23
106,91,78
91,106,78
106,92,37
92,106,37
106,93,97
93,106,97
106,94,57
94,106,57
106,95,23
95,106,23
106,96,62
96,106,62
106,97,88
97,106,88
106,98,57
98,106,57
106,99,127
99,106,127
106,100,95
100,106,95
106,101,47
101,106,47
106,102,71
102,106,71
106,103,91
103,106,91
106,104,87
104,106,87
106,105,48
105,106,48
106,106,0
107,0,53
0,107,53
107,1,56
1,107,56
107,2,20
2,107,20
107,3,46
3,107,46
107,4,52
4,107,52
107,5,22
5,107,22
107,6,49
6,107,49
107,7,14
7,107,14
107,8,16
8,107,16
107,9,58
9,107,58
107,10,37
10,107,37
107,11,28
11,107,28
107,12,38
12,107,38
107,13,38
13,107,38
107,14,56
14,107,56
107,15,47
15,107,47
107,16,21
16,107,21
107,17,43
17,107,43
107,18,58
18,107,58
107,19,31
19,107,31
107,20,8
20,107,8
107,21,58
21,107,58
107,22,57
22,107,57
107,23,28
23,107,28
107,24,37
24,107,37
107,25,31
25,107,31
107,26,19
26,107,19
107,27,55
27,107,55
107,28,35
28,107,35
107,29,41
29,107,41
107,30,39
30,107,39
107,31,58
31,107,58
107,32,39
32,107,39
107,33,52
33,107,52
107,34,35
34,107,35
107,35,28
35,107,28
107,36,32
36,107,32
107,37,8
37,107,8
107,38,45
38,107,45
107,39,54
39,107,54
107,40,44
40,107,44
107,41,47
41,107,47
107,42,43
42,107,43
107,43,55
43,107,55
107,44,57
44,107,57
107,45,35
45,107,35
107,46,25
46,107,25
107,47,26
47,107,26
107,48,44
48,107,44
107,49,34
49,107,34
107,50,61
50,107,61
107,51,47
51,107,47
107,52,28
52,107,28
107,53,50
53,107,50
107,54,27
54,107,27
107,55,39
55,107,39
107,56,39
56,107,39
107,57,23
57,107,23
107,58,50
58,107,50
107,59,32
59,107,32
107,60,49
60,107,49
107,61,43
61,107,43
107,62,49
62,107,49
107,63,56
63,107,56
107,64,38
64,107,38
107,65,31
65,107,31
107,66,54
66,107,54
107,67,63
67,107,63
107,68,28
68,107,28
107,69,33
69,107,33
107,70,45
70,107,45
107,71,48
71,107,48
107,72,32
72,107,32
107,73,39
73,107,39
107,74,29
74,107,29
107,75,12
75,107,12
107,76,35
76,107,35
107,77,44
77,107,44
107,78,38
78,107,38
107,79,36
79,107,36
107,80,53
80,107,53
107,81,41
81,107,41
107,82,15
82,107,15
107,83,17
83,107,17
107,84,52
84,107,52
107,85,37
85,107,37
107,86,41
86,107,41
107,87,53
87,107,53
107,88,10
88,107,10
107,89,47
89,107,47
107,90,18
90,107,18
107,91,42
91,107,42
107,92,25
92,107,25
107,93,58
93,107,58
107,94,35
94,107,35
107,95,16
95,107,16
107,96,34
96,107,34
107,97,47
97,107,47
107,98,34
98,107,34
107,99,58
99,107,58
107,100,44
100,107,44
107,101,29
101,107,29
107,102,35
